GRB	Time [UT]	Trigger Number	BAT RA (J2000)	BAT Dec (J2000)	BAT 90% Error Radius [arcmin]	BAT T90 [sec]	BAT Fluence (15-150 keV) [10^-7 erg/cm^2]	BAT Fluence 90% Error (15-150 keV) [10^-7 erg/cm^2]	BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec]	BAT 1-sec Peak Photon Flux 90% Error (15-150 keV) [ph/cm^2/sec]	BAT Photon Index (15-150 keV) (PL = simple power-law, CPL = cutoff power-law)	BAT Photon Index 90% Error (15-150 keV)	XRT RA (J2000)	XRT Dec (J2000)	XRT 90% Error Radius [arcsec]	XRT Time to First Observation [sec]	XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT Initial Temporal Index	XRT Spectral Index (Gamma)	XRT Column Density (NH) [10^21 cm^-2]	UVOT RA (J2000)	UVOT Dec (J2000)	UVOT 90% Error Radius [arcsec]	UVOT Time to First Observation [sec]	UVOT Magnitude	UVOT Other Filter Magnitudes	Other Observatory Detections	Redshift	Host Galaxy	Comments	References	Burst Advocate
070411	20:12:33	275087	107.342	1.061	1.5	121.500	27.00	1.55	0.91	0.13	1.72, PL	0.10	07:09:20.01	01:03:52.3	1.5	96.48	510	0.05646576	0.02344524	-1.127	2.2428	20.9602	07:09:19.903	01:03:52.95	n/a	243	V=17.40	B=19.02|U>19.87|UVW1>20.89|UVM2>21.38|UVW2>20.37|White=18.76	Tautenburg (1.34m), ROTSE-IIIc, Crni Vrh Observatory (60cm), Liverpool (2m), IAC80, Magellan/Baade, Magellan/Clay, VLT, LBT, Keck I	2.954 (VLT: absorption)				Alberto Moretti
070318	07:28:56	271019	48.486	-42.950	1.0	74.600	24.80	1.12	1.76	0.15	1.42, PL	0.08	03:13:56.77	-42:56:47.3	1.4	63.58	261	0.12982076	0.06677219	-0.773	1.97117	7.54446	03:13:56.83	-42:56:46.3	0.5	180	V=15.43	B=16.25|U=15.89|UVW1=16.89|UVM2=17.97|UVW2=18.03|White=15.53	VLT, Gemini South, Magellan Baade, CTIO (1.3m)	0.836 (VLT: absorption)|0.840 (Gemini/Magellan: absorption)		UVOT: flattening of the lightcurve (not due to host galaxy)		Jay Cummings
070306	16:41:28	263361	148.154	10.440	2.7	209.500	53.80	2.86	4.07	0.21	1.66, PL	0.10	09:52:23.29	10:28:55.5	1.4	153.20	1280	0.9214605	0.213021	-3.208	1.94468	27.6984	n/a	n/a	n/a	146	V>20.5	B>21.5|U>21.0|UVW1>19.0|UVM2>18.7|UVW2>19.5|White>20.7	WHT (4.2m), NOT, VLT	1.497 (VLT: emission)		UVOT: no detection		Shashi Pandey
070208	09:10:34	259714	197.891	61.942	3.6	47.700	4.45	1.01	0.90	0.22	1.94, PL	0.36	13:11:32.61	61:57:54.3	1.5	115.48	1.04	0.0377321	0.01445409	0.8914	2.20341	7.32362	n/a	n/a	n/a	119	n/a	n/a	Faulkes North (2m), Palomar (60"), PAIRITEL, MDM (1.3m), Gemini-North, RAPTOR, AEOS, Sayan (1.5m)	1.165 (Gemini-North: emission)	Potential host galaxies (MDM)			Goro Sato
070129	23:35:10	258408	36.995	11.728	2.7	460.600	29.80	2.67	0.55	0.12	2.01, PL	0.15	02:28:00.98	11:41:03.4	1.4	133.69	330	0.1187844	0.05312545	-3.438	2.27617	1.635154	n/a	n/a	n/a	124	V>20.7	B>21.4|U>21.3|UVW1>22.2|UVM2>22.0|UVW2>22.0|White>20.8	VLT, MDM (2.4m)	2.3384 (TOUGH: emission)		XRT: dust-scattered X-ray halo detected|UVOT: no detection		Olivier Godet
070110	07:22:42	255445	0.934	-52.978	1.1	88.400	16.20	1.08	0.60	0.12	1.58, PL	0.12	00:03:39.38	-52:58:28.1	1.4	93.44	213	0.07079345	0.044737	-2.471	2.08596	2.50592	00:03:39.20	-52:58:26.3	1	104	V=20.3	B=20.9|U=20.4|UVW1>20.8|UVM2>21.1|UVW2>20.9|White=20.0	VLT	2.352 (VLT: absorption)		Declared a "burst of interest".		Hans Krimm
070103	20:46:39	254532	352.581	26.823	2.7	18.600	3.38	0.46	1.04	0.15	1.95, PL	0.21	23:30:13.80	26:52:34.4	1.5	68.63	n/a	0.015546028	0.004954592	0.09025	2.31333	3.32147	n/a	n/a	n/a	55	V>20.8	B>21.3|U>21.6|UVW1>21.5|UVM2>21.4|UVW2>21.0|White>20.7		2.6208 (TOUGH: emission)		UVOT: no detection		Taka Sakamoto
061222B	04:11:02	252593	105.353	-25.866	1.2	40.000	22.40	1.83	1.59	0.36	1.97, PL	0.13	07:01:24.67	-25:51:35.2	1.7	145.08	130	0.00006826752	0.000010216704	-3.371	1.91478	42.8659	n/a	n/a	n/a	146	V>19.77	B>20.29|U>19.98|UVW1>19.76|UVM2>19.96|UVW2>18.64	Magellan, TAROT (25cm), CTIO (1.3m), REM (60cm), BOOTES-IR (60cm)	3.355 (Magellan: absorption)				Judy Racusin
061222A	03:28:52	252588	358.254	46.524	1.2	71.400	79.90	1.58	8.53	0.26	1.35, PL	0.04	23:53:03.45	46:31:57.7	1.4	101.02	1510	0.8398588	0.31370252	-4.288	1.92748	36.8645	n/a	n/a	n/a	110	V>19.6	B>20.8|U>19.4|UVW1>19.2|UVM2>19.3|UVW2>19.3|White>20.0	Gemini-North, Konus-Wind, VLA @ 8.46 GHz	2.088 (Perley)		UVOT: no detection		Dirk Grupe
061217	03:40:08	251634	160.403	-21.152	2.2	0.210	0.42	0.07	1.49	0.24	0.86, PL	0.30	10:41:39.10	-21:07:26.9	6.0	64	0.0460	n/a	0.0265	0.35	9.998	0.451	n/a	n/a	n/a	4917	V>20.3	B>20.2|U>19.8|UVW1>19.7|UVM2>20.4|UVW2>20.6|White>20.6		0.827 (Magellan: emission)	R-band (Magellan, Calar Alto)			Houri Ziaeepour
061210	12:20:39	243690	144.521	15.613	2.3	85.300	11.10	1.76	5.31	0.47	1.56, PL	0.28	n/a	n/a	n/a	n/a	n/a	0.16253094	0.0429156	-1.707	2.85715	7.35053	n/a	n/a	n/a	209088	n/a	n/a	Suzaku	0.41 possible host redshift (Keck: emission)	possible host (Gemini, MDM, Keck)	No AT slew (Moon constraint)|UVOT: no detection|Possible redshift/host (please see circulars)		John Cannizzo
061201	15:58:37	241840	332.079	-74.568	1.2	0.760	3.34	0.27	3.86	0.31	0.81, PL	0.15	22:08:32.30	-74:34:48.3	1.4	81.32	10	0.015833376	0.003697704	-0.5197	1.65934	1.467448	22:08:32.06	-74:34:47.9	0.5	86	V>20.8	B>20.9|U=20.7 (2.6 sigma)|UVW1=20.7 (2.9 sigma)|UVM2 =20.5 (2.7 sigma)|UVW2=19.8 (2.5 sigma)|White=20.8	VLT, Konus-Wind, SOAR	0.111 (Magellan, from probable host)	UVOT: likely host galaxy detection|Magellan: probable host galaxy			Frank Marshall
061121	15:22:29	239899	147.228	-13.188	1.0	81.300	137.00	1.99	21.10	0.46	1.41, PL	0.03	09:48:54.59	-13:11:42.1	1.4	55.40	1840	0.6089238	0.192577	-3.883	1.90181	5.66912	09:48:54.55	-13:11:42.4	0.6	62	V=17.06	B=17.7|U=17.2|UVW1=19.6|UVM2=19.8|UVW2=20.4|White=16.23	Keck I, ROTSE-IIIa, Faulkes North (2m), KANATA (1.5m), Konus-Wind, RHESSI, MDM (2.4m), VLA @ 8.46 GHz, Palomar (60"), ART-3a (14"), Shajn (2.6m), NOT, SMARTS (1.3m)	1.314 (Keck I: absorption)	Likely host (NOT)|V=22.4, I=21.9 (SMARTS)			Kim Page
061110B	21:58:46	238174	323.912	6.872	1.6	134.000	13.30	1.21	0.45	0.11	1.03, PL	0.16	21:35:40.48	06:52:32.8	1.8	3042.21	0.099	0.00364004	0.000966909	-1.699	2.21817	28.9432	n/a	n/a	n/a	3046	V>20.14	B>21.57|U>21.08|UVW1>20.58|UVM2>20.61|UVW2>20.99|White>21.03	Liverpool (2m), NOT, VLT	3.44 (VLT)		No AT slew (Earth limb constraint)|UVOT: no detection		Derek Fox
061110A	11:47:21	238108	336.284	-2.252	1.1	40.700	10.60	0.76	0.53	0.12	1.67, PL	0.12	22:25:9.89	-02:15:30.4	1.6	69.22	522	0.0099102	0.00601252	0.03692	1.82722	0.0000374857	n/a	n/a	n/a	71	V>20.42	B>20.55|U>20.28|UVW1>19.72|UVM2>20.55|UVW2>20.31	Lulin (1-m), TNT (0.8m), NOT, VLT	0.758 (VLT: emission)		UVOT: no detection|VLT: tentative redshift from host galaxy		Abe Falcone
061021	15:39:08	234905	145.146	-21.953	1.0	46.200	29.60	1.01	6.11	0.27	1.30, PL	0.06	09:40:36.11	-21:57:05.3	1.4	72.79	268	0.32195809	0.14521797	-2.008	1.99282	0.743722	09:40:36.12	-21:57:05.4	0.6	80	V=16.76	B=19.15|U=18.18|UVW1=17.94|UVM2=17.63|UVW2=18.02|White=15.09	VLT, Konus-Wind	0.3463 (Fynbo)		BAT: long burst not short with extended emission		Alberto Moretti
061007	10:08:09	232683	46.299	-50.496	1.0	75.300	444.00	5.62	14.60	0.37	1.03, PL	0.03	03:05:19.60	-50:30:02.4	1.4	80.45	3360	0.10166368	0.03237049	-1.952	1.99824	5.51902	03:05:19.6	-50:30:02.4	n/a	80	V=12.84	B=14.42|U=14.13|UVW1=14.89|UVM2=16.10|UVW2=16.75	ROTSE-IIIa, Faulkes South (2m), Magellan Clay, VLT, Konus-Wind, Suzaku, RHESSI	1.261 (Magellan Clay: absorption)|1.262 (VLT: absorption)				Patricia Schady
060927	14:07:35	231362	329.547	5.370	1.0	22.500	11.30	0.68	2.70	0.17	0.9, CPL	-0.4/0.4	21:58:12.05	05:21:49.0	1.6	64.72	n/a	0.006391904	0.0015162266	-0.7342	1.94856	12.7969	n/a	n/a	n/a	71	V>18.0	B>20.93|U>20.52|UVW1>21.44|UVM2>20.42|UVW2>19.84|White>19.65	ROTSE-IIIa, ART-3a (14"), MASTER, Faulkes South (2m), Kiso (1.05m), TNT (0.8m), AZT-11 (1.25m), VLT	5.6 (VLT: absorption)		UVOT: no detection		Louis Barbier
060926	16:48:42	231231	263.926	13.039	1.4	8.000	2.19	0.25	1.09	0.14	2.54, PL	0.23	17:35:43.68	13:02:17.1	1.7	59.95	10	0.0161496	0.005608116	-0.07073	2.00443	31.626	17:35:43.66	13:02:18.6	0.5	57	V>19.0	U>20.8|B>20.6|UVW1>20.4|UVW2>20.1|UVM2>20.4	Skinakas (1.3m), RTT150, MASTER, VLT	3.208 (VLT: absorption)				Stephen Holland
060912A	13:55:54	229185	5.285	20.971	1.0	5.000	13.50	0.62	8.58	0.44	1.74, PL	0.09	00:21:08.13	20:58:18.5	1.4	108.88	10	0.02826868	0.0122934	-1.067	1.8948	2.33014	00:21:08.16	20:58:17.8	0.5	113	V=17.4	B=19.5|U=17.6|UVW1=18.51|UVM2=19.3|UVW2>19.5|White=16.0	TNT (0.8m), Skinakas (1.3m), Maidanak (1.5m), Konus-Wind, MAGIC, VLT	0.937 (VLT: emission)	probable host (VLT)			Cheryl Hurkett
060908	08:57:22	228581	31.828	0.335	1.1	19.300	28.00	1.11	3.03	0.25	1.0, CPL	-0.3/0.3	02:07:18.42	00:20:32.2	1.4	71.68	49.8	0.02019787	0.00606949	-0.5268	2.13395	6.44944	02:07:18.36	00:20:31.2	0.7	80	V=16.85	B=18.41|U=17.01|UVW1=18.61|UVM2>18.57|UVW2>19.07|White=15.06	PROMPT, REM (60cm), Danish (1.5m), Gemini-North, Terskol Observatory (2m)	1.8836 (Fynbo)	Possible host, V=24.9, R=25.12 (NOT)	Gemini-North redshift removed and replaced with Fynbo reported redshift. See references.		Phil Evans
060906	08:32:47	228316	40.709	30.362	2.5	43.500	22.10	1.36	1.97	0.28	2.03, PL	0.11	02:43:00.88	30:21:42.7	1.4	148.51	n/a	0.030690434	0.008446526	-0.3791	2.07859	26.2785	n/a	n/a	n/a	152	V>20.1	B>20.3|U>20.0|UVW1>19.6|UVM2>19.9|UVW2>19.7|White>20.6	Palomar (60"), KAIT (0.76m), VLT, New Mexico Skies Observatory (0.3m)	3.685 (VLT: absorption)				Judy Racusin
060904B	02:31:04	228006	58.218	-0.729	1.0	171.500	16.20	1.43	2.44	0.21	1.64, PL	0.14	03:52:50.54	-00:43:30.1	1.4	68.81	42.9	0.04547384	0.01532217	-0.7618	2.18877	3.90147	03:52:50.54	-00:43:31.1	0.5	71	V=18.64	B=18.98|U=18.32|UVW1=18.78|UVM2=18.88|UVW2=18.96	TAROT (25cm), Watcher (0.4m), Crni Vrh (60cm), VLT, RTT150 (1.5m), CTIO (1.3m), Cassini (152cm), Skinakas Observatory (1.3m), Kiso (1.05m), CFHT/WIRCam, Maidanak (1.5m)	0.703 (VLT: absorption)				Dirk Grupe
060814	23:02:19	224552	221.338	20.591	1.0	145.300	146.00	2.39	7.27	0.29	1.53, PL	0.03	14:45:21.36	20:35:09.2	1.4	71.54	5670	0.2777528	0.070448	-1.955	2.11591	10.1577	n/a	n/a	n/a	80	V>20.36	B>21.53| U>21.04| UVW1>20.52| UVM2>20.50| UVW2>20.02| White>21.39	UKIRT, VLT, Palomar Hale (200"), Palomar (60"), Konus-Wind, Suzaku	0.84 (Keck I: emission, from host)	Possible host: R & I (VLT), Ks ~ 18.2 (Palomar Hale), I & V (Keck I)	Keck reported redshift removed and revised TOUGH redshift added. See references.		Alberto Moretti
060729	19:12:29	221755	95.287	-62.221	4.1	115.300	26.10	2.11	1.17	0.13	1.75, PL	0.14	06:21:31.79	-62:22:12.5	1.4	124.39	7700	1.7049378	0.8136226	-4.71	2.02393	0.913472	06:21:31.85	-62:22:12.7	n/a	135	V=17.30	B=18.3|U=17.3|UVW1=17.4|UVM2=17.7|UVW2=18.0|White=16.65	ROTSE-IIIa, VLT, Gemini South, CTIO (1.3m), XMM-Newton	0.54 (VLT, Gemini South: absorption)				Dirk Grupe
060719	06:50:37	220020	18.420	-48.381	1.3	66.900	15.00	0.91	2.16	0.20	1.91, PL	0.11	01:13:43.70	-48:22:50.6	1.4	128.76	300	0.05378834	0.020716404	-6.44	2.57067	3.34098	n/a	n/a	n/a	67	V>19.21	B>21.15|U>19.88|UVW1>20.52|UVM2>21.15|UVW2>21.18|White>19.84	Las Campanas (20"), VLT	1.5320 (TOUGH: emission)		UVOT: no detection		Mike Stamatikos
060714	15:12:00	219101	227.855	-6.544	1.5	115.000	28.30	1.67	1.28	0.13	1.93, PL	0.11	15:11:26.46	-06:33:58.8	1.4	99.00	1000	0.08261892	0.03048066	1.5	2.04425	10.2942	15:11:26.42	-06:33:58.3	0.56	109	V=18.6	B>19.7|U>20.5|UVW1>20.6|White=19.3	Skinakas Observatory (1.3m), Shajn (2.6m), Maidanak (1.5m), VLT, CTIO (1.3m), NOT	2.71 (VLT: absorption)	NOT: possible host			Hans Krimm
060708	12:15:59	217805	7.831	-33.751	1.0	10.200	4.94	0.37	1.94	0.14	1.68, PL	0.12	00:31:13.80	-33:45:32.6	1.4	62.30	344	0.06126087	0.022917246	-4.191	2.20484	0.617545	00:31:13.82	-33:45:32.4	0.5	72	V=15.53	B=19.60|U=18.85|UVW1=20.18|UVM2>20.00|UVW2>19.77|White=16.81	AEOS (3.63m), VLT	<2.3 (VLT)				Alberto Moretti
060707	21:30:19	217704	357.069	-17.904	1.4	66.200	16.00	1.51	1.01	0.23	0.6, CPL	-0.6/0.7	23:48:19.07	-17:54:18.0	1.7	120.51	10	0.1694203	0.0690354	-1.502	2.09345	1.61614	23:48:19.0	-17:54:21.5	n/a	126	V=19.65	B=19.57|U>19.32|UVW1>19.2|UVM2>19.5|UVW2>19.4|White=20.37	BOOTES-IR (0.6m), Skinakas Observatory (1.3m), VLT	3.43 (VLT: absorption)				Alberto Moretti
060614	12:43:49	214805	320.877	-53.027	1.0	108.700	204.00	3.63	11.50	0.74	2.02, PL	0.04	21:23:32.12	-53:01:36.6	1.4	91.40	6000	0.550962	0.20174922	1.5	1.89544	0.325209	21:23:32.08	-53:01:36.2	0.56	101	V=19.54	B=19.91|U=18.81|UVW1=18.35|UVM2=18.06|UVW2=18.26|White=18.30	Watcher (0.4m), Siding Spring Observatory (1m), CTIO (1.3m), VLT-UT1, Konus-Wind, VLT-UT2, La Silla (Danish 1.54m), Gemini South	0.13 (Gemini: emission)|0.125 (VLT: emission)	R-band (Danish 1.54m)|I = 21.9 (SMARTS)	UVOT: possible, late-time rebrightening		Ann Parsons
060607A	05:12:13	213823	329.705	-22.496	1.0	102.200	25.50	1.12	1.40	0.13	1.47, PL	0.08	21:58:50.41	-22:29:47.0	1.4	65.20	327	0.112086	0.00758268	-1.095	1.61002	6.25383	21:58:50.4	-22:29:47.4	0.5	179	V=15.35	B=19.13|U=18.87|UVW1>18.83|UVM2>20.47|UVW2>19.97|White=15.98	REM (60cm), PROMPT, VLT	3.082 (VLT: absorption)				Houri Ziaeepour
060605	18:15:45	213630	322.128	-6.071	1.9	79.100	6.97	0.90	0.46	0.12	1.55, PL	0.20	21:28:37.31	-06:03:30.7	1.4	92.39	0.999	0.03695148	0.003680676	-1.745	2.02128	5.93387	21:28:37.32	-06:03:31.3	0.5	97	V=16.53	B=20.0|U>21.1|UVW1>20.2|UVM2>20.7|UVW2>19.9|White=17.64	ROTSE-III, ANU (2.3m), RTT150, TNG (3.6m), SALT (10m), TNT (0.8m), VATT, NOT, Calar Alto (3.5m)	3.8 (ANU: absorption)|3.7 (SALT: absorption)|3.78 (Calar Alto)				Mat Page
060604	18:19:00	213486	337.224	-10.945	3.7	95.000	4.02	1.06	0.34	0.13	2.01, PL	0.42	22:28:55.04	-10:54:56.2	1.4	108.83	293	0.0842095	0.03245334	-3.121	2.1711	9.77306	22:28:55.01	-10:54:55.8	0.6	99	V=21.2 (2.4 sigma)	B=21.2|U=21.1|UVW1=22.1 (2.8 sigma)|UVM2>21.1|UVW2>19.8|White=18.3	WHT, NOT (2.5m), VATT	2.1357 (TOUGH: emission)		NOT reported redshift removed and revised TOUGH redshift added. See references.		Mat Page
060602A	21:32:12	213180	149.579	0.314	1.6	75.000	16.10	1.57	0.56	0.20	1.25, PL	0.16	n/a	n/a	n/a	n/a	n/a	0.00427686	0.002828238	-0.5301	7.12842	10.11386	n/a	n/a	n/a	152593	V>21.3	B>22.3|U>22.1|UVW1>21.7|UVM2>22.0|UVW2>22.3	NOT	0.787 (VLT: emission, probable)		No AT slew (Moon constraint)|UVOT: no detection		Patricia Schady
060526	16:28:30	211957	232.834	0.288	1.4	298.200	12.60	1.65	1.67	0.18	2.01, PL	0.24	15:31:18.33	00:17:05.4	1.4	73.23	35.8	0.08994752	0.023567942	-1.541	1.90677	0.0000129284	15:31:18.36	00:17:04.9	0.5	81	V=17.2	B=18.2|U>19.1|UVW1>19.1|UVM2>19.0|UVW2>19.6|White=17.6	Watcher (40cm), ROTSE-III, TNG (3.5m), Lulin (1m), Magellan, Loiano (152cm), RTT150, MDM (2.4m), MDM (1.3m), La Silla (Danish 1.5m), CTIO (1.3m), Shajn (2.6m), Tautenburg (1.34m), Maidanak (1.5m), Mt Abu IR Observatory(1.2m), Cassini (152cm)	3.21 (Magellan: absorption)		BAT: two episodes of emission (see circulars for full details)		Sergio Campana
060522	02:11:19	211117	322.954	2.895	1.5	71.100	11.40	1.11	0.55	0.15	1.56, PL	0.15	21:31:44.88	02:53:10.1	1.4	144.40	10	0.015938384	0.00685967	-3.774	2.1794	35.5534	21:31:44.85	02:53:10.8	0.6	129	V>20.1	B>20.7|U>21.0|UVW1>22.0|UVM2>21.9|UVW2>21.7|White=19.65	TNG (3.6m), Keck I (10m), Palomar Hale (5m)	5.11 (Keck I: absorption)				Derek Fox
060512	23:13:21	209755	195.748	41.209	1.9	8.500	2.32	0.40	0.88	0.20	2.48, PL	0.30	13:03:05.81	41:11:26.3	1.5	101.77	26	0.01510587	0.00614778	-2.193	2.70163	0.000023234	13:03:05.81	41:11:27.2	0.5	94	V=15.88	B=19.50|U=19.48|UVW1>21.0|UVM2>21.1|UVW2>21.04|White=16.34	Liverpool (2m), TNG (3.6m), Palomar (60"), ARC (3.5m), Kuiper (1.54m), Subaru (8.2m), VLT, TAROT (25cm), Keck I, NOT	0.4428 (Keck I: emission)	Possible host (Palomar, Keck I)			Jay Cummings
060510B	08:22:15	209352	239.259	78.591	1.9	275.200	40.70	1.76	0.57	0.11	1.78, PL	0.08	15:56:29.26	78:34:11.6	1.5	118.81	715	0.013960065	0.006619445	0.491	2.1317	10.0498	n/a	n/a	n/a	111	V>21.2	B>21.4|U>21.1|UVW1>20.6|UVM2>20.9|UVW2>19.7|White>21.9	MDM (1.3m), Gemini North, Faulkes North (2m), XMM-Newton	4.9 (Gemini)		UVOT: no detection		Hans Krimm
060505	06:36:01	208654	331.772	-27.815	3.9	~4	9.44	1.71	2.65	0.63	1.29, PL	0.28	22:07:03.32	-27:48:53.0	2.0	n/a	n/a	0.08191232	0.031957947	-1.206	1.68055	1.27418	n/a	n/a	n/a	51749	V>19.1	B>20.2|U>19.9|UVW1>19.8|UVM2>20.1|UVW2>21.0	Gemini South	0.089 (Gemini: emission)	2dFGRS S173Z112 (Gemini)|R-band (VLT)	UVOT: no detection		David Palmer
060502B	17:24:41	208275	278.927	52.618	2.4	0.131	0.40	0.05	0.62	0.12	0.98, PL	0.19	18:35:45.23	52:37:53.5	5.2	70.27	n/a	0.00019095833	0.00008744979	n/a	3.06579	2.12759	n/a	n/a	n/a	57	V>20.29	B>20.62|U>21.04|UVW1>21.29|UVM2>21.31|UVW2>21.29|White>20.49	MDM (1.3m), Gemini	0.287 (Keck I-candidate: absorption)	R~23.8 (Gemini: candidate)|R~23.9 (MDM: candidate)|bright early-type (Keck I: candidate)	short hard burst|UVOT: no detection		Eleonora Troja
060502A	03:03:32	208169	240.937	66.604	1.0	28.400	23.10	1.02	1.69	0.21	1.46, PL	0.08	16:03:42.47	66:36:02.6	1.5	76.29	130	0.20697444	0.08671104	-2.853	2.02719	2.86367	16:03:42.48	66:36:02.5	0.56	84	V=18.70	B=20.04|U>20.84|UVW=20.89|UVM2>20.85|White=18.50	Palomar (60"), APO (3.5), Gemini, FLWO (1.2m), NOT (2.56m)	~1.51 (Gemini: absorption)				Valentina La Parola
060418	03:06:08	205851	236.431	-3.640	1.0	103.100	83.30	2.53	6.52	0.35	1.70, PL	0.06	15:45:42.64	-03:38:20.4	1.4	77.97	1600	0.0494304	0.0146032	-1.545	1.94118	4.50436	15:45:42.60	-03:38:20.0	0.5	88	V=14.99	B=16.22|U=15.83|UVW1=16.47|UVM2=17.30|UVW2>20.4|White=14.32	REM (60cm), Liverpool (2m), Magellan, SMARTS (1.3m), PROMPT, VLT, FRAM, AAVSO, PAIRITEL (1.3m), Lulin (1m), CFHT/WIRCam, Konus-Wind, Maidanak (1.5m)	1.490 (Magellan: absorption)|1.489 (VLT: absorption)				Abe Falcone
060223A	06:04:24	192059	55.186	-17.134	1.2	11.300	6.73	0.48	1.35	0.18	1.74, PL	0.12	03:40:49.56	-17:07:49.7	1.5	85.93	n/a	0.0035939222	0.0014049588	-1.204	2.01015	31.4649	03:40:49.56	-17:07:48.4	1	72	V=17.7	B>20.2|U>20.4|UVW1>20.4|UVM2>20.9|UVW2>21.1	Keck	4.41 (Keck: absorption)				Jay Cummings
060218	03:34:31	191157	50.380	16.910	2.5	~2100	15.70	1.52	0.25	0.11	2.26, PL	0.17	03:21:39.69	16:52:01.6	1.4	153.08	n/a	0.03869478	0.015699528	0.6494	3.52495	3.97852	03:21:39.71	16:52:02.6	1.0	152	V=17.8	B=17.7|U=16.3|UVW1=16.2|UVM2=16.1|UWW2=16.0	ROTSE-IIIb, MDM (2.4m), La Palma, VLA @ 8.46 GHz, Xinglong (0.8m, 1m), VLT, Gemini, TNG (3.6m), BTA (6.0m), La Silla (Danish 1.5m, REM 60cm), RBO, WIRO (2.3m), ABT (0.25m), CrAO (70cm, K-380, 2.6m), CTIO (1.3m), Terskol (60cm), N. Copernicus (40cm), RTT150, XMM-Newton, SARA (0.9m), FLWO (1.2m), IAG-USP (60cm), Maidanak (1.5m), Loiano (152cm), Rozhen Observatory (2m), Keck I	0.0331 (MDM: emission)|0.033 (VLT: emission)|0.033 (Gemini: emission)|0.033 (BTA: emission)|0.033 (Keck I: emission)	SDSS (possible host)	GCN 4805: Most likely an underluminous GRB|UVOT: brightening counterpart|SN 2006aj		Giancarlo Cusumano
060210	04:58:50	180977	57.727	27.015	1.0	255.000	76.60	4.09	2.72	0.28	1.53, PL	0.09	03:50:57.40	27:01:34.0	1.4	94.95	461	0.5142445	0.18410275	-1.261	2.08163	24.4198	n/a	n/a	n/a	98	V>20.1	B>21.3|U>20.6|UVW1>20.8|UVM2>21.1|UVW2>21.5|White>21.4	Palomar (60"), KAIT, Faulkes North (2m), Gemini, Super-LOTIS (0.6m), ARIES (1m), ARC (3.5m)	3.91 (Gemini: absoption)	Possible host: ARC	UVOT: no detection		Andy Beardmore
060206	04:46:53	180455	202.933	35.046	1.0	7.600	8.31	0.42	2.79	0.17	1.2, CPL	-0.3/0.3	13:31:43.45	35:03:03.2	1.5	58.35	n/a	0.21179004	0.07197168	-0.8127	2.20424	21.8607	13:31:43.42	35:03:03.6	n/a	57	V=18.8	B=21.3|U>21.5|UVW1>20.6|UVM2>21.3|UVW2>22	NOT, RAPTOR, SARA, KAIT, Palomar (60"), Liverpool (2m), Lulin (0.4m & 1.0m), Super-LOTIS (0.6m), Lick (3m), PAIRITEL, Subaru (8.2m), Asiago, PROMPT, Loiano (1.52m), SOAR (4.1m), Maidanak (1.5m)	4.045 (NOT: absorption)|4.048 (Lick: absorption)|4.05 (Subaru: absorption)				David Morris
060124	15:54:52	178750	77.097	69.727	1.6	~750	4.61	0.53	0.89	0.18	1.84, PL	0.19	05:08:25.86	69:44:26.4	1.4	106.12	n/a	1.0246626	0.35629776	-0.2471	2.00895	8.26541	n/a	n/a	n/a	184	V=17.08	n/a	Tautenburg (1.34m), Asiago (1.82m), Xinglong (0.8m), Kiso, ARIES (104cm), MDM, Keck, Himalayan Chandra Telescope (2m), Konus-Wind, HETE, CrAO, Shajn (2.6m)	2.30 (MDM: absorption)|2.297 (Keck/ESI: absorption)|2.296 (Keck/LRIS: absorption)		Extremely long burst		Stephen Holland
060123	22:22:40	Ground Analysis|20028	179.750	45.513	n/a	900	3.0	n/a	0.04	n/a	1.9 (PL)  	n/a	11:58:47.95	45:30:49.6	2.4	n/a	n/a	0.26144688	0.09903158	-1.244	1.82305	1.3486	n/a	n/a	n/a	75094	V>20.0	n/a	Gemini	1.099 (probable, Gemini: emission)		very long, faint burst|BAT: no trigger		Ann Parsons
060116	08:37:27	177533	84.698	-5.438	1.7	105.900	24.10	2.61	1.11	0.32	1.43, PL	0.18	05:38:46.25	-05:26:13.3	1.5	153.52	n/a	0.024127929	0.010646517	-1.049	1.90268	7.43969	n/a	n/a	n/a	154	V>19.2	B>20.2|UVW1>18.5|UVM2>18.5|UVW2>18.5	UKIRT, NTT, VLT, MARGE, VLA @ 8.46 GHz, HST	~4.0 or ~6.6 (VLT: photometric)		UVOT: no detection		Sergio Campana
060115	13:08:01	177408	54.007	17.339	2.0	139.600	17.10	1.50	0.87	0.12	1.0, CPL	-0.5/0.6	03:36:08.32	17:20:43.1	1.4	112.62	406	0.05621616	0.02030076	-3.09	2.10553	2.71364	n/a	n/a	n/a	119	V>19.5	B>20.4|U>19.3|UVW1>19.4|UVM2>19.5|UVW2>19.7|White>19.8	MITSuME, VLT	3.53 (VLT: absoprtion)		UVOT: no detection		Gianpiero Tagliaferri
